"id","row","name","x_mm","y_mm","z_mm","orthogonal_stock_fit","plan_dimension_under_25mm"
"classic-3542","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3543","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3544","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3545","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3546","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3547","28","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3556","28","Кладка · интерполированная перевязка","5","50","65","true","true"
"classic-3559","28","Кладка · интерполированная перевязка","125","215","65","false","false"
"classic-3567","28","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3568","28","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3569","28","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3570","28","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3590","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3591","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3592","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3593","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3595","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3596","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3597","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3598","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3600","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3601","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3602","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3603","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3605","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3606","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3607","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3608","28","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4408","28","Кладка · интерполированная перевязка","5","25","65","true","true"
"classic-4409","28","Кладка · интерполированная перевязка","5","25","65","true","true"
"classic-3620","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3621","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3622","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3623","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3624","29","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-3637","29","Кладка · интерполированная перевязка","175","125","65","false","false"
"classic-3643","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3644","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3646","29","Кладка · интерполированная перевязка","250","5","65","true","true"
"classic-3647","29","Кладка · интерполированная перевязка","250","5","65","true","true"
"classic-3648","29","Кладка · интерполированная перевязка","60","5","65","true","true"
"classic-3650","29","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-3669","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3670","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3672","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3673","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3675","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3676","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3678","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3679","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3681","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3682","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3684","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3685","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3687","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3688","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3690","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3691","29","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4423","29","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-3705","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3706","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3707","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3708","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3709","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3710","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3711","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3712","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3713","30","Кладка · интерполированная перевязка","125","205","65","false","false"
"classic-3722","30","Кладка · интерполированная перевязка","5","50","65","true","true"
"classic-3725","30","Кладка · интерполированная перевязка","125","215","65","false","false"
"classic-3733","30","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3734","30","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3735","30","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3736","30","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-3756","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3757","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3758","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3759","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3761","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3762","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3763","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3764","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3766","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3767","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3768","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3769","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3771","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3772","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3773","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3774","30","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3786","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3787","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3788","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3789","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3790","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3791","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3792","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3793","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3794","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3795","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3796","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3797","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3798","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3799","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3800","31","Левый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3801","31","Правый канал · перекрытие с опиранием","250","125","65","false","false"
"classic-3804","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3805","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3806","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3807","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3808","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3809","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3810","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3811","31","Задний канал · перекрытие с опиранием","125","250","65","false","false"
"classic-3812","31","Задний канал · перекрытие с опиранием","10","250","65","true","true"
"classic-3817","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3818","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3819","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3820","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3821","31","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-3827","31","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-3828","31","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-3829","31","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-3830","31","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-3831","31","Кладка · интерполированная перевязка","200","20","65","true","true"
"classic-3836","31","Кладка · интерполированная перевязка","250","15","65","true","true"
"classic-3837","31","Кладка · интерполированная перевязка","250","15","65","true","true"
"classic-3838","31","Кладка · интерполированная перевязка","250","15","65","true","true"
"classic-3839","31","Кладка · интерполированная перевязка","250","15","65","true","true"
"classic-3840","31","Кладка · интерполированная перевязка","200","15","65","true","true"
"classic-3854","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3855","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3856","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3857","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3858","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3859","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3860","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3861","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3862","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3863","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3864","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3865","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3866","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3867","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3868","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3869","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3870","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3871","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3872","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3873","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3874","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3875","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3876","31","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3877","31","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-3880","31","Кладка · интерполированная перевязка","10","85","65","true","true"
"classic-4446","31","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-3914","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3915","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3916","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3917","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3918","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3919","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3920","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3921","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3922","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3923","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3924","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3925","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3926","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3927","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3928","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3929","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3930","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3931","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3932","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3933","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3934","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3935","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3936","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3937","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3938","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3939","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3940","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3941","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3942","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3943","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3944","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3945","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3946","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3947","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3948","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3949","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3950","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3951","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3952","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3953","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3954","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3955","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3956","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3957","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3958","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3959","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3960","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3961","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3962","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3963","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3964","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3965","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3966","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3967","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3968","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3969","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3970","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3971","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3972","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3973","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3974","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3975","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3976","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3977","32","Кладка · интерполированная перевязка","5","250","65","true","true"
"classic-3986","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3988","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3990","32","Кладка · интерполированная перевязка","125","15","65","true","true"
"classic-3991","32","Кладка · интерполированная перевязка","75","15","65","true","true"
"classic-3992","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3994","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3996","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-3998","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4000","32","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4002","32","Кладка · интерполированная перевязка","125","230","65","false","false"
"classic-4004","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4005","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4006","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4007","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4008","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4009","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4010","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4011","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4012","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4013","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4014","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4015","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4016","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4017","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4018","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4019","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4020","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4021","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4022","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4023","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4024","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4025","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4026","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4027","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4028","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4029","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4030","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4031","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4032","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4033","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4034","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4035","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4036","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4037","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4038","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4039","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4040","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4041","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4042","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4043","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4044","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4045","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4046","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4047","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4048","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4049","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4050","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4051","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4052","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4053","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4054","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4055","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4056","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4057","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4058","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4059","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4060","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4061","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4062","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4063","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4064","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4065","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4066","33","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4067","33","Кладка · интерполированная перевязка","130","125","65","false","false"
"classic-4084","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4085","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4086","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4087","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4088","33","Кладка · интерполированная перевязка","200","15","65","true","true"
"classic-4089","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4090","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4091","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4092","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4093","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4094","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4095","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4096","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4097","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4098","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4099","33","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-4468","33","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-4472","33","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-4492","35","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-4496","35","Кладка · интерполированная перевязка","120","5","65","true","true"
