"id","row","name","x_mm","y_mm","z_mm","orthogonal_stock_fit","plan_dimension_under_25mm"
"classic-0","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-2","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-3","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-5","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-6","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-7","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-8","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-9","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-10","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-11","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-12","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-13","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-14","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-15","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-16","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-17","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-18","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-19","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-20","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-21","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-22","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-23","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-24","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-25","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-26","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-27","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-28","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-29","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-30","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-31","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-32","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-33","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-34","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-35","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-36","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-37","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-38","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-39","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-40","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-41","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-42","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-43","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-44","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-45","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-46","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-47","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-48","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-49","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-50","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-51","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-52","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-53","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-54","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-55","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-56","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-57","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-58","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-59","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-60","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-61","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-62","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-63","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-64","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-65","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-66","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-67","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-68","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-69","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-70","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-71","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-72","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-73","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-74","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-75","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-76","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-77","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-78","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-79","1","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-80","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-81","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-82","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-83","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-84","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-85","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-86","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-87","1","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-96","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-97","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-98","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-99","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-100","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-101","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-102","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-103","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-105","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-106","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-107","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-108","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-109","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-110","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-111","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-112","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-952","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-953","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-954","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-955","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-957","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-958","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-959","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-960","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-962","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-963","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-964","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-965","2","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-4101","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4102","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4103","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4104","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4105","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4106","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4107","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-4108","2","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-125","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-126","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-127","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-128","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-135","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-136","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-137","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-138","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-140","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-141","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-142","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-143","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-975","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-976","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-981","3","Кладка · интерполированная перевязка","160","125","65","false","false"
"classic-982","3","Кладка · интерполированная перевязка","160","125","65","false","false"
"classic-983","3","Кладка · интерполированная перевязка","160","125","65","false","false"
"classic-984","3","Кладка · интерполированная перевязка","160","5","65","true","true"
"classic-985","3","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-986","3","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-987","3","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-988","3","Кладка · интерполированная перевязка","200","5","65","true","true"
"classic-4113","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4114","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4115","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4116","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4117","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4118","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4119","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-4120","3","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-151","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-152","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-153","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-154","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-155","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-156","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-157","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-158","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-160","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-161","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-162","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-163","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-164","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-165","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-166","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-167","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1195","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-1196","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-1197","4","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-1201","4","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1203","4","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-180","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-181","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-182","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-183","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-190","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-191","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-192","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-193","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-195","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-196","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-197","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-198","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1205","5","Кладка · интерполированная перевязка","10","120","65","true","true"
"classic-1207","5","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1208","5","Кладка · интерполированная перевязка","180","125","65","false","false"
"classic-1214","5","Кладка · интерполированная перевязка","40","5","65","true","true"
"classic-1215","5","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-1216","5","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-1217","5","Кладка · интерполированная перевязка","200","125","65","false","false"
"classic-1218","5","Кладка · интерполированная перевязка","200","5","65","true","true"
"classic-4142","5","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-4146","5","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-1224","6","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1225","6","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1226","6","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1228","6","Кладка · интерполированная перевязка","20","250","65","true","true"
"classic-1229","6","Кладка · интерполированная перевязка","20","30","65","true","true"
"classic-1230","6","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1238","7","Кладка · интерполированная перевязка","10","120","65","true","true"
"classic-1240","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1241","7","Кладка · интерполированная перевязка","180","125","65","false","false"
"classic-1242","7","Кладка · интерполированная перевязка","250","5","65","true","true"
"classic-1243","7","Кладка · интерполированная перевязка","180","5","65","true","true"
"classic-1244","7","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-1245","7","Кладка · интерполированная перевязка","10","25","65","true","true"
"classic-1246","7","Кладка · интерполированная перевязка","10","50","65","true","true"
"classic-1247","7","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1248","7","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1249","7","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1251","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1252","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1253","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1254","7","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1255","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1256","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1257","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1258","7","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1259","7","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1260","7","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1261","7","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1262","7","Кладка · интерполированная перевязка","20","20","65","true","true"
"classic-1263","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1264","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1265","7","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1266","7","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1270","7","Кладка · интерполированная перевязка","20","55","65","true","true"
"classic-4166","7","Кладка · интерполированная перевязка","120","5","65","true","true"
"classic-1271","8","Кладка · интерполированная перевязка","10","120","65","true","true"
"classic-1274","8","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-1275","8","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-1276","8","Кладка · интерполированная перевязка","125","130","65","false","false"
"classic-1278","8","Кладка · интерполированная перевязка","10","150","65","true","true"
"classic-1279","8","Кладка · интерполированная перевязка","10","50","65","true","true"
"classic-1280","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1282","8","Кладка · интерполированная перевязка","125","150","65","false","false"
"classic-1284","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1285","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1286","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1287","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1288","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1289","8","Кладка · интерполированная перевязка","125","250","65","false","false"
"classic-1290","8","Кладка · интерполированная перевязка","20","250","65","true","true"
"classic-1291","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1292","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1293","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1294","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1295","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1296","8","Кладка · интерполированная перевязка","125","20","65","true","true"
"classic-1297","8","Кладка · интерполированная перевязка","20","20","65","true","true"
"classic-1298","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1299","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1300","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1301","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1302","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1303","8","Кладка · интерполированная перевязка","125","180","65","false","false"
"classic-1304","8","Кладка · интерполированная перевязка","20","180","65","true","true"
"classic-1305","9","Кладка · интерполированная перевязка","10","120","65","true","true"
"classic-1307","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1308","9","Кладка · интерполированная перевязка","180","125","65","false","false"
"classic-1309","9","Кладка · интерполированная перевязка","250","5","65","true","true"
"classic-1310","9","Кладка · интерполированная перевязка","180","5","65","true","true"
"classic-1311","9","Кладка · интерполированная перевязка","10","125","65","true","true"
"classic-1312","9","Кладка · интерполированная перевязка","10","25","65","true","true"
"classic-1313","9","Кладка · интерполированная перевязка","10","50","65","true","true"
"classic-1314","9","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1315","9","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1316","9","Кладка · интерполированная перевязка","170","125","65","false","false"
"classic-1318","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1319","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1320","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1321","9","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1322","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1323","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1324","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1325","9","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1326","9","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1327","9","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1328","9","Кладка · интерполированная перевязка","250","20","65","true","true"
"classic-1329","9","Кладка · интерполированная перевязка","20","20","65","true","true"
"classic-1330","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1331","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1332","9","Кладка · интерполированная перевязка","250","125","65","false","false"
"classic-1333","9","Кладка · интерполированная перевязка","20","125","65","true","true"
"classic-1337","9","Кладка · интерполированная перевязка","20","55","65","true","true"
"classic-4187","9","Кладка · интерполированная перевязка","120","5","65","true","true"
